Date,Year,Month,Pearson,Kendall,Spearman
1994-02-01,1994,2,0.644043564067924,0.4548977755986758,0.6195095299758717
1994-03-01,1994,3,0.647205126564759,0.3278211476510678,0.46852577691841774
1994-04-01,1994,4,0.7381771452374679,0.4660956308888406,0.6504266567726741
1994-05-01,1994,5,0.8408290951913931,0.4463308571601147,0.6134096119584836
1994-06-01,1994,6,0.8330236669628353,0.5220506518809221,0.6903766829389796
1994-07-01,1994,7,0.7627423774614549,0.5510066337560325,0.7230270616414403
1994-08-01,1994,8,0.9034008755156124,0.6155365361351092,0.8002396585988292
1994-09-01,1994,9,0.7917979240825358,0.4726404569800421,0.6506773125865221
1994-10-01,1994,10,0.6935518631877341,0.4593551026640647,0.6301554999166542
1994-11-01,1994,11,0.5969410774131794,0.23042284299104987,0.3280910496873914
1994-12-01,1994,12,0.6166903349041377,0.3963028073857376,0.5392669714882504
1995-01-01,1995,1,0.5041978153686362,0.2911548276095732,0.42101425765769834
1995-02-01,1995,2,0.6307785099981521,0.3485302932081223,0.48504498533022244
1995-03-01,1995,3,0.4990897342690944,0.24868831276412323,0.35409094282659276
1995-04-01,1995,4,0.7679355212146584,0.4874074233741456,0.6721544819096009
1995-05-01,1995,5,0.8471165875489365,0.44341725404443727,0.6116657587940235
1995-06-01,1995,6,0.8886990695968967,0.5737824970412769,0.7645041174206342
1995-07-01,1995,7,0.7954176557990938,0.49930099794780597,0.6805845083284641
1995-08-01,1995,8,0.7292597722832258,0.3844093878325323,0.538755506141784
1995-09-01,1995,9,0.8506488699454835,0.5277593927829706,0.7069267370235895
1995-10-01,1995,10,0.7860995471143752,0.49196288922203885,0.6683813557700661
1995-11-01,1995,11,0.721444909953454,0.24333455080082333,0.3430404347670446
1995-12-01,1995,12,0.5158077875269254,0.27025780752601697,0.3823922111480695
1996-01-01,1996,1,0.6293973395332635,0.33181235769373796,0.46393819907615297
1996-02-01,1996,2,0.7140312275695925,0.328341151408102,0.4762908492685082
1996-03-01,1996,3,0.5763117337933792,0.2931425982520166,0.4211583436738967
1996-04-01,1996,4,0.8256470471704707,0.447170145709132,0.6309374727461012
1996-05-01,1996,5,0.8325942611010101,0.47123105920594766,0.6457253912180718
1996-06-01,1996,6,0.8384402551819422,0.462999385326431,0.6381378915450271
1996-07-01,1996,7,0.8303725997947812,0.5748157815314943,0.7711505990528568
1996-08-01,1996,8,0.8592300186794132,0.5110913034747445,0.6953982859867424
1996-09-01,1996,9,0.836240532555996,0.45711907688624576,0.6286677394074316
1996-10-01,1996,10,0.7218871911179656,0.3660429110870361,0.5218713607662591
1996-11-01,1996,11,0.7579197748936964,0.3883103621710571,0.5508344344754301
1996-12-01,1996,12,0.6321605826991061,0.29629169256836263,0.42381539837762927
1997-01-01,1997,1,0.22815041286556306,0.17269911361016804,0.23689165346509167
1997-02-01,1997,2,0.6131962635349856,0.3238499151521413,0.4721024552166875
1997-03-01,1997,3,0.48710438707075343,0.2897343320881832,0.4308029803055692
1997-04-01,1997,4,0.7148843513202461,0.4349751280271463,0.6040702789706479
1997-05-01,1997,5,0.8229110107884856,0.4412664516948752,0.6084115430800466
1997-06-01,1997,6,0.7728483101291188,0.4713236433570573,0.6441673854988108
1997-07-01,1997,7,0.7899839048460879,0.6779945130521369,0.8570887602378607
1997-08-01,1997,8,0.8817691399374465,0.6793720527449482,0.8626975906957784
1997-09-01,1997,9,0.8037029116194251,0.4922296287085458,0.6656609573679072
1997-10-01,1997,10,0.7048909360262499,0.41057374511416256,0.5728356687441665
1997-11-01,1997,11,0.737534744808947,0.3693072038189911,0.5197056703865508
1997-12-01,1997,12,0.6754253734737462,0.3620692856536855,0.5023015863377688
1998-01-01,1998,1,0.794436132402443,0.4325513200910549,0.5865267326890536
1998-02-01,1998,2,0.7332062252218386,0.4261506664033014,0.5946449917418288
1998-03-01,1998,3,0.6582105576102849,0.3631992410573261,0.5136008342243162
1998-04-01,1998,4,0.7934676185138922,0.487655370606309,0.6682896793534007
1998-05-01,1998,5,0.7534005330998368,0.3766831623412785,0.5243687463248928
1998-06-01,1998,6,0.8536306476826007,0.615987917123489,0.8014579056556204
1998-07-01,1998,7,0.8410346549233594,0.5731013467994434,0.7636251077314016
1998-08-01,1998,8,0.8031261973413341,0.473902896378043,0.6542811581512814
1998-09-01,1998,9,0.7672054292263484,0.44117734647878093,0.6026370850260098
1998-10-01,1998,10,0.7190067423855004,0.4700609875614663,0.6518757800558861
1998-11-01,1998,11,0.67142086502059,0.32448333599699175,0.45227944955315347
1998-12-01,1998,12,0.5199816290666471,0.25712165558258926,0.358558350354126
1999-01-01,1999,1,0.4523979817153348,0.2611956468883536,0.37983760364155417
1999-02-01,1999,2,0.6106745315400042,0.28982884925655417,0.4105022460613863
1999-03-01,1999,3,0.46722154181690106,0.1719737799753457,0.24686480407802888
1999-04-01,1999,4,0.8455244645404724,0.5759309259127502,0.7603270205243248
1999-05-01,1999,5,0.8180489607752074,0.3863071968732612,0.5354868573179972
1999-06-01,1999,6,0.783129006732296,0.46058346710822523,0.6313331807940835
1999-07-01,1999,7,0.8444964804271221,0.5571558801139926,0.7351461276821926
1999-08-01,1999,8,0.7551329782253619,0.46992787677341485,0.6432553545664469
1999-09-01,1999,9,0.6772195074439936,0.3715707572363451,0.5299993218040489
1999-10-01,1999,10,0.6269667383115819,0.32068141707969666,0.46804568238613353
1999-11-01,1999,11,0.6247138430061605,0.3463940400032076,0.49052599746003567
1999-12-01,1999,12,0.7064562522440108,0.372944255678876,0.5226375428974538
2000-01-01,2000,1,0.40165408034282424,0.284326204011394,0.4066023681370666
2000-02-01,2000,2,0.3620031744640016,0.18413397698861994,0.25885902503189284
2000-03-01,2000,3,0.5486182472828693,0.28874500423439,0.41887326765364236
2000-04-01,2000,4,0.7905774502485019,0.41377077696368253,0.5860353154916252
2000-05-01,2000,5,0.8811414659653095,0.5892156698774321,0.7737366716240763
2000-06-01,2000,6,0.8342110241845585,0.53274454122075,0.7230235188407985
2000-07-01,2000,7,0.7883689286944526,0.5602278212264805,0.7451148753428982
2000-08-01,2000,8,0.8668713315531864,0.581552521739922,0.7577378909419004
2000-09-01,2000,9,0.6795441456868904,0.3574027754645373,0.5146928513566497
2000-10-01,2000,10,0.7415309896679309,0.374661696307011,0.5302359272561593
2000-11-01,2000,11,0.5382027325735222,0.3906079370420168,0.5316649506140829
2000-12-01,2000,12,0.5940993937804789,0.4467944636306775,0.6093324383618995
2001-01-01,2001,1,0.7558202083058267,0.44297584039171123,0.6048848343584743
2001-02-01,2001,2,0.6744292473523855,0.37349667807370673,0.5148482409355905
2001-03-01,2001,3,0.577784612320161,0.30577574956966863,0.4305221489293959
2001-04-01,2001,4,0.8543188469343446,0.5577735013458098,0.741443038482492
2001-05-01,2001,5,0.8382391569984734,0.44383008596421847,0.6050051950451287
2001-06-01,2001,6,0.8731149388997325,0.5657354809359106,0.7506313072455794
2001-07-01,2001,7,0.8841572386764698,0.571025319498842,0.7434206904458779
2001-08-01,2001,8,0.8472604936862217,0.6494284493082472,0.8312886620142345
2001-09-01,2001,9,0.7801376490204444,0.4174389478216117,0.5765890283845136
2001-10-01,2001,10,0.7014664616191248,0.49401738659919087,0.6618476662914516
2001-11-01,2001,11,0.8165671401602043,0.45562770330423685,0.6239743812513753
2001-12-01,2001,12,0.7140263601612986,0.4546926724890883,0.6216629755716808
2002-01-01,2002,1,0.24337345141107336,0.1741721887598652,0.24960785190042725
2002-02-01,2002,2,0.6469078057544789,0.2579275809798289,0.36530417028402584
2002-03-01,2002,3,0.7009323648700295,0.4496792201081259,0.6173261888355177
2002-04-01,2002,4,0.6451050017614618,0.41097150690706674,0.5865700209627924
2002-05-01,2002,5,0.7734528088131435,0.4484255981181331,0.604893885464001
2002-06-01,2002,6,0.7150349670475126,0.5440039497605546,0.7251236808909458
2002-07-01,2002,7,0.8105338202169744,0.5233364486849102,0.693145084754608
2002-08-01,2002,8,0.7995072672914784,0.6014981564035035,0.7869049117973067
2002-09-01,2002,9,0.7987567670825783,0.4417453154436384,0.6112872214282157
2002-10-01,2002,10,0.7338757785180225,0.3839255245237818,0.5403573826581545
2002-11-01,2002,11,0.7333566491704647,0.31162399881467373,0.4381747904182485
2002-12-01,2002,12,0.7716401202488398,0.5048355514016947,0.6493521975450173
2003-01-01,2003,1,0.6006712152228267,0.31583182209310784,0.4443858202237631
2003-02-01,2003,2,0.7109367098599587,0.3964749961999437,0.5499461917840361
2003-03-01,2003,3,0.5344828455530614,0.30999853405028255,0.45098077317298474
2003-04-01,2003,4,0.6499939365263757,0.41064159738308914,0.5689896961048132
2003-05-01,2003,5,0.7546021908334145,0.46609292092355414,0.6307462531481441
2003-06-01,2003,6,0.7733774062717077,0.43465671558526014,0.6086996404846033
2003-07-01,2003,7,0.7367971103555327,0.5138022492184892,0.6968606507658774
2003-08-01,2003,8,0.8275706666336746,0.5193134542928415,0.684720178059741
2003-09-01,2003,9,0.8615834201056142,0.3906524232311743,0.5446720513522041
2003-10-01,2003,10,0.5291300297742337,0.314616572878877,0.44665595553868637
2003-11-01,2003,11,0.6511665506324773,0.21599033232438747,0.3079912753467005
2003-12-01,2003,12,0.5459916262948173,0.24818950810836643,0.3583689132728683
2004-01-01,2004,1,0.4077582696787228,0.22794744096233613,0.3210740454192961
2004-02-01,2004,2,0.6275095863372034,0.42592592704031446,0.5871460876083799
2004-03-01,2004,3,0.6948356225593977,0.34892613394684663,0.4945424173489561
2004-04-01,2004,4,0.6314999647369338,0.33326972482376677,0.47734765306324883
2004-05-01,2004,5,0.8416681761795339,0.47694591392725333,0.651140463700328
2004-06-01,2004,6,0.8375132258547318,0.6354630234946657,0.8169587032648634
2004-07-01,2004,7,0.8421572502572667,0.5040867949807417,0.6825784964047037
2004-08-01,2004,8,0.8592174644793008,0.6328480191965663,0.8177407117499635
2004-09-01,2004,9,0.6410754498104239,0.4039092584211163,0.5561441454628173
2004-10-01,2004,10,0.6448930697522937,0.23119929952313664,0.3427476707372317
2004-11-01,2004,11,0.6696808833498193,0.34496968988246196,0.4803522353998134
2004-12-01,2004,12,0.6542510821660286,0.2206111292065168,0.3172073098741878
2005-01-01,2005,1,0.6545484197844811,0.41202261364868653,0.5676854292924469
2005-02-01,2005,2,0.7283730141867736,0.36314958852305135,0.5073542473424495
2005-03-01,2005,3,0.7286036126773965,0.41458991484192387,0.5825996521034821
2005-04-01,2005,4,0.8174619717609286,0.4468654789301183,0.6096959225333245
2005-05-01,2005,5,0.7037407627771277,0.3310825542633104,0.4686867692793877
2005-06-01,2005,6,0.8419449661360671,0.5233971112576397,0.7108419438165593
2005-07-01,2005,7,0.8651181863158484,0.5601844255892514,0.7398947168096436
2005-08-01,2005,8,0.827111604537507,0.43990712512450203,0.612997364905874
2005-09-01,2005,9,0.8057158189927757,0.3916061480230608,0.5537010089627478
2005-10-01,2005,10,0.7172427435747252,0.37164627219345975,0.5193642000254256
2005-11-01,2005,11,0.6318394374468638,0.3353866067409174,0.4802464262497167
2005-12-01,2005,12,0.4564363400513865,0.3295885726126601,0.46697288858731606
2006-01-01,2006,1,0.5484170075560949,0.25400957528445695,0.37516248221178966
2006-02-01,2006,2,0.6277159398617994,0.3553953600442858,0.49932312554086494
2006-03-01,2006,3,0.6968096234920108,0.36143972715114786,0.513805509468473
2006-04-01,2006,4,0.6424436456644269,0.35333400947418514,0.504339860331514
2006-05-01,2006,5,0.7353671983878624,0.330329033868201,0.47246295359948853
2006-06-01,2006,6,0.781430029866,0.5064016675593419,0.6769134890344113
2006-07-01,2006,7,0.8012004132975504,0.6051909168989869,0.7885842213983375
2006-08-01,2006,8,0.8435600127495235,0.527634334850672,0.6998443340308432
2006-09-01,2006,9,0.8191744897766028,0.45822420051763324,0.636086151710134
2006-10-01,2006,10,0.6385233863705877,0.24295243002938327,0.3707987737611855
2006-11-01,2006,11,0.7038660602296841,0.32315199900827885,0.4616316710686769
2006-12-01,2006,12,0.6877991674640245,0.24596307375599952,0.3487182843537769
2007-01-01,2007,1,0.7281324494419364,0.41764873094248667,0.5596027801549551
2007-02-01,2007,2,0.3673169142305204,0.25112457200660954,0.35664850773117424
2007-03-01,2007,3,0.7449204111552382,0.45490671619315814,0.6090873165218711
2007-04-01,2007,4,0.7544451536754048,0.3391688119240159,0.49043808637064545
2007-05-01,2007,5,0.7811381304762176,0.40376272416698816,0.5605514407738897
2007-06-01,2007,6,0.8572712516247264,0.6127370174097176,0.7929640781786483
2007-07-01,2007,7,0.8196146479010499,0.5485761015592737,0.749367634955733
2007-08-01,2007,8,0.8035141765276674,0.5315391884537373,0.7260685832396453
2007-09-01,2007,9,0.8683158681059431,0.5152043721204033,0.6862509091386938
2007-10-01,2007,10,0.6491184753960991,0.38297434855999357,0.529186464995313
2007-11-01,2007,11,0.7004212144570642,0.37834260007754417,0.5366434836478764
2007-12-01,2007,12,0.4603227348520701,0.3414866806318318,0.4765007004803212
2008-01-01,2008,1,0.7377061158255588,0.37231443404050496,0.5275240575814427
2008-02-01,2008,2,0.6192935896120189,0.39805616685748196,0.5425332113626979
2008-03-01,2008,3,0.5607174690836756,0.3505880802287221,0.48779989898005016
2008-04-01,2008,4,0.6128022398374106,0.38806780539411423,0.5484515652595225
2008-05-01,2008,5,0.7228686617140502,0.34078121276587486,0.4875938814477515
2008-06-01,2008,6,0.8177021033359093,0.5029271058195577,0.6576040239533341
2008-07-01,2008,7,0.8344914769109153,0.5760365134216764,0.736850252951575
2008-08-01,2008,8,0.621913747521935,0.37130016649479336,0.5060392402540079
2008-09-01,2008,9,0.8213807851497766,0.4284414492744362,0.5777090908315718
2008-10-01,2008,10,0.6648011833943108,0.31415657718308054,0.45493964512907636
2008-11-01,2008,11,0.5646406159674483,0.2460975934344209,0.35447034253079035
2008-12-01,2008,12,0.561221711940493,0.2692437882252092,0.3902510251642874
2009-01-01,2009,1,0.6238059496221652,0.22727445959449263,0.3313393489597103
2009-02-01,2009,2,0.5969697374028881,0.27849123261098324,0.3873290476801616
2009-03-01,2009,3,0.6193363179526358,0.3069491762873946,0.43030209218736193
2009-04-01,2009,4,0.8212970361644275,0.4199140659518973,0.5795800188867436
2009-05-01,2009,5,0.806522390686487,0.5209985145875011,0.7053665769510898
2009-06-01,2009,6,0.8529650646496035,0.5206352212336794,0.6989177631201556
2009-07-01,2009,7,0.8553442897039242,0.6380773036183767,0.8176795580117793
2009-08-01,2009,8,0.8687893600070411,0.5944845566748788,0.7725730520903664
2009-09-01,2009,9,0.8324411677727832,0.5092431402547278,0.6605003536624241
2009-10-01,2009,10,0.669285495893297,0.38575329068609904,0.5206773005928453
2009-11-01,2009,11,0.6794908493609892,0.37903534826352103,0.5109570884347006
2009-12-01,2009,12,0.7023734008924636,0.3960263854300219,0.5387831170677545
2010-01-01,2010,1,0.6774031790175821,0.3139628958520721,0.44122678318101005
2010-02-01,2010,2,0.7028900004844824,0.3582444283754111,0.5026122692390371
2010-03-01,2010,3,0.8602774087189322,0.5019206418018717,0.6799114536362862
2010-04-01,2010,4,0.6249852322194144,0.23871743307282534,0.3525621744207847
2010-05-01,2010,5,0.6456806304419273,0.23172457396347929,0.352350678659458
2010-06-01,2010,6,0.7582322457443132,0.493541667303627,0.6685687824805253
2010-07-01,2010,7,0.7078117664026847,0.3338571845892936,0.4638841661095311
2010-08-01,2010,8,0.7864882632195869,0.4847979333824351,0.648451653468797
2010-09-01,2010,9,0.6249597118505217,0.32144712713165946,0.4575110450627878
2010-10-01,2010,10,0.5281708508582914,0.16898334535495776,0.25485357363781674
2010-11-01,2010,11,0.4907761606442587,0.20943548925711336,0.30960387097613035
